source,model,reference,hypothesis,wer,cer
fleurs_hi,whisper,telivijana riportom mem plamta se nikalane vala sapheda dhuam dikhaya gaya hai,televijina riportom mem plamta se nikalane vala sapheda dhua dikhaya gaya hai|,0.16666666666666666,0.038461538461538464
fleurs_hi,sarvam,telivijana riportom mem plamta se nikalane vala sapheda dhuam dikhaya gaya hai,telivijana riportom mem plamta se nikalane vala sapheda dhua.n dikhaya gaya hai,0.08333333333333333,0.01282051282051282
fleurs_hi,deepgram,imtaraneta para yaha khoja shatrutapurna paryavarana pathyakrama ke lie aksara apako eka sthaniya kampani ka pata pradana karegi,internet para yaha khoja shatrutapurna paryavarana pathyakrama ke lie aksara apako eka sthaniya company ka pata pradana karegi.,0.1111111111111111,0.0546875
fleurs_hi,whisper,imtaraneta para yaha khoja shatrutapurna paryavarana pathyakrama ke lie aksara apako eka sthaniya kampani ka pata pradana karegi,imtaraneta para ye khoja satrutapurna pariyavaramga pathakarama ke lie aksara apako eka isthanya kamapani ka pata pradana karegi|,0.3333333333333333,0.09375
fleurs_hi,sarvam,imtaraneta para yaha khoja shatrutapurna paryavarana pathyakrama ke lie aksara apako eka sthaniya kampani ka pata pradana karegi,imtaraneta para yaha khoja shatrutapurna paryavarana pathyakrama ke lie aksara apako eka sthaniya kampani ka pata pradana karegi|,0.0,0.0
fleurs_hi,deepgram,apani sarakara ke alava apa anya deshom ki sarakarom ki salaha le sakate haim halamki unaki salaha unake nagarikom ko dhyana mem rakhakara di jati haim,apani sarakara ke alava anya deshom ki sarakarom ki salaha le sakate haim. halamki unaki salaha unake nagarikom ko dhyana mem rakhakara di jati hai.,0.07692307692307693,0.033112582781456956
fleurs_hi,whisper,apani sarakara ke alava apa anya deshom ki sarakarom ki salaha le sakate haim halamki unaki salaha unake nagarikom ko dhyana mem rakhakara di jati haim,apani sarakara ke alava apa anya deshom ki sarakarom ki sala le sakate haim halaki unaki sala unake nagarikom ko dhyana mem rakhakara di jati hai,0.15384615384615385,0.039735099337748346
fleurs_hi,sarvam,apani sarakara ke alava apa anya deshom ki sarakarom ki salaha le sakate haim halamki unaki salaha unake nagarikom ko dhyana mem rakhakara di jati haim,"apani sarakara ke alava apa anya deshom ki sarakarom ki salaha le sakate haim, halamki unaki salaha unake nagarikom ko dhyana mem rakhakara di jati hai|",0.038461538461538464,0.006622516556291391
fleurs_hi,deepgram,prachinakala se hi loga sone chamdi aura tambe jaise rasayanika tatvom ke bare mem hi janakari rakhate haim kyomki inhem prakrriti mem mula svarupa mem dhumdha ja sakata hai aura inhem prathamika upakaranom ke zarie dhumdhana apekshakrrita asana hai,"prachina kala se hi loga sone, chamdi aura tambe jaise rasayanika tatvom ke bare mem hi janakari rakhate haim, kyomki inhem prakrriti mem mula svarupa mem dhumdha ja sakata hai aura inhem prathamika upakaranom ke zarie dhumdhana apekshakrrita asana hai.",0.05128205128205128,0.004016064257028112
fleurs_hi,whisper,prachinakala se hi loga sone chamdi aura tambe jaise rasayanika tatvom ke bare mem hi janakari rakhate haim kyomki inhem prakrriti mem mula svarupa mem dhumdha ja sakata hai aura inhem prathamika upakaranom ke zarie dhumdhana apekshakrrita asana hai,prachina kala se hi loga sone chadi aura tamabe jaise rasayanika tatvom ke bare mem hi janakari rakhate haim kyomki inhe prakrriti mem mula svari mem dhuna ja sakata hai aura inhe pratmika upakaranom ke jardiye dhunana apekshakrita asana hai.,0.3076923076923077,0.08032128514056225
fleurs_hi,sarvam,prachinakala se hi loga sone chamdi aura tambe jaise rasayanika tatvom ke bare mem hi janakari rakhate haim kyomki inhem prakrriti mem mula svarupa mem dhumdha ja sakata hai aura inhem prathamika upakaranom ke zarie dhumdhana apekshakrrita asana hai,"prachina kala se hi loga sone, chamdi aura tambe jaise rasayanika tatvom ke bare mem hi janakari rakhate haim kyomki inhem prakrriti mem mula svarupa mem dhumdha ja sakata hai aura inhem prathamika upakaranom ke jarie dhumdhana apekshakrrita asana hai|",0.07692307692307693,0.008032128514056224
fleurs_hi,deepgram,ise kemikala ka ph kaha jata hai apa lala gobhi ke jusa ka istemala karake eka samketaka bana sakate haim,ise chemical ka ph kaha jata hai. apa lala gobhi ke juice ko istemala karake eka samketa taka bana sakate haim.,0.25,0.10476190476190476
fleurs_hi,whisper,ise kemikala ka ph kaha jata hai apa lala gobhi ke jusa ka istemala karake eka samketaka bana sakate haim,ise kemikala ka ph kaha jata hai apa lala gobhi ke jusa ko istamala karake eka samketaka bana sakate haim,0.1,0.01904761904761905
fleurs_hi,sarvam,ise kemikala ka ph kaha jata hai apa lala gobhi ke jusa ka istemala karake eka samketaka bana sakate haim,ise kemikala ka piecha kaha jata hai| apa lala gobhi ke jusa ko istemala karake eka samketaka bana sakate haim|,0.1,0.047619047619047616
fleurs_hi,deepgram,sabase nazadiki sire para krasta ki motai kariba 70 kilomitara hai aura sabase dura ke sire para yaha 100 kilomitara hai,"sabase nazadiki sire para, crust ki motai kariba sattara kilometer hai aura sabase dura ke sire para yaha sau kilometer hai.",0.23809523809523808,0.15833333333333333
fleurs_hi,whisper,sabase nazadiki sire para krasta ki motai kariba 70 kilomitara hai aura sabase dura ke sire para yaha 100 kilomitara hai,sabase nazadi ki sire para krista ki motai kareva 70 kilometara hai aura sabase dura ke sire para yaha 100 kilometara hai,0.2857142857142857,0.05
fleurs_hi,sarvam,sabase nazadiki sire para krasta ki motai kariba 70 kilomitara hai aura sabase dura ke sire para yaha 100 kilomitara hai,sabase nazadiki sire para krista ki motai kariba 70 kilomitara hai aura sabase dura ke sire para yaha 100 kilomitara hai|,0.047619047619047616,0.008333333333333333
fleurs_hi,deepgram,yaha sambamdhita hai lekina ama taura para isamem alpaina shaili ki ski turimga ya maumteniyarimga shamila nahim hoti hai jise kha.de ilakom mem kiya jata hai aura jisake lie bahuta ka.di ski aura buta ki zarurata hoti hai,"yaha sabamdhita hai, lekina amataura para isamem alpayana shaili ki touring ya mountain airn shamila nahim hoti hai, jise kha.de ilakom mem kiya jata hai aura jisake lie bahuta ka.di isaki aura boot ki zarurata hoti hai.",0.2631578947368421,0.11818181818181818
fleurs_hi,whisper,yaha sambamdhita hai lekina ama taura para isamem alpaina shaili ki ski turimga ya maumteniyarimga shamila nahim hoti hai jise kha.de ilakom mem kiya jata hai aura jisake lie bahuta ka.di ski aura buta ki zarurata hoti hai,yaha sabamamdita hai lekina amatora para isamem alapaina shaili ki ski turimga ya maumtena ye ramga samila nahim hoti hai jise kha.de ilakpom mem kiya jata hai aura jisake lie bahuta ka.de ski aura buta ki zarurata hoti hai,0.2631578947368421,0.07272727272727272
fleurs_hi,sarvam,yaha sambamdhita hai lekina ama taura para isamem alpaina shaili ki ski turimga ya maumteniyarimga shamila nahim hoti hai jise kha.de ilakom mem kiya jata hai aura jisake lie bahuta ka.di ski aura buta ki zarurata hoti hai,yaha sambamdhita hai lekina amataura para isamem alpaina shaili ki ski turimga ya maumteniyarimga shamila nahim hoti hai jise kha.de ilakom mem kiya jata hai aura jisake lie bahuta ka.di ski aura buta ki zarurata hoti hai,0.05263157894736842,0.004545454545454545
fleurs_hi,deepgram,purushom ke staimdimga supara-ji mem ऑstreliya ke mishela gaurale gyarahavem sthana para rahe cheka pratiyogi oldaricha jelineka purushom ke sitimga supara-ji mem solahavem sthana para rahe,purushom ke standing super g mem australia ke michel gorley gyarahavem sthana para rahe. check pratiyogi aldrich gelinek purushom ke sitting super g mem solahavem sthana para rahe.,0.46153846153846156,0.1711229946524064
fleurs_hi,whisper,purushom ke staimdimga supara-ji mem ऑstreliya ke mishela gaurale gyarahavem sthana para rahe cheka pratiyogi oldaricha jelineka purushom ke sitimga supara-ji mem solahavem sthana para rahe,"purushom ke stemdimga supara ji mem astreliya ke mishala gaॉrale 11 sthana para rahe, cheka pratiyogi oldarija jailineka purushom ke sitimga supara ji mem 16 sthana para rahe",0.46153846153846156,0.16042780748663102
fleurs_hi,sarvam,purushom ke staimdimga supara-ji mem ऑstreliya ke mishela gaurale gyarahavem sthana para rahe cheka pratiyogi oldaricha jelineka purushom ke sitimga supara-ji mem solahavem sthana para rahe,purushom ke staimdimga supara ji mem ऑstreliya ke mishela gaॉrle gyarahavem sthana para rahe| cheka pratiyogi ऑldricha jelineka purushom ke sitimga supara ji mem solahavem sthana para rahe|,0.23076923076923078,0.03208556149732621
fleurs_hi,deepgram,kevala do haftom mem amerikiyom aura fri fremcha balom ne dakshini framsa ko mukta kara diya tha aura jarmani ki ora ba.dha rahe the,kevala do haftom mem amerikiyom aura free french balom ne dakshini france ko mukta kara diya tha aura germany ki ora ba.dha rahe the.,0.16666666666666666,0.07633587786259542
fleurs_hi,whisper,kevala do haftom mem amerikiyom aura fri fremcha balom ne dakshini framsa ko mukta kara diya tha aura jarmani ki ora ba.dha rahe the,kevala do haphtom mem amerikiyom aura phri phremcha balo ne dakshini phramsa ko mukta kara diya tha aura charmini ki ora ba.dha rahe the,0.25,0.0916030534351145
fleurs_hi,sarvam,kevala do haftom mem amerikiyom aura fri fremcha balom ne dakshini framsa ko mukta kara diya tha aura jarmani ki ora ba.dha rahe the,kevala do haftom mem amerikiyom aura phri phremcha balom ne dakshini phramsa ko mukta kara diya tha aura jarmani ki ora ba.dha rahe the|,0.125,0.04580152671755725
fleurs_hi,deepgram,ms bimari kemdriya tamtrika tamtra para asara karati hai jisamem dimaga spainala kaॉrda aura ऑptika narva shamila haim,ms bimari kemdriya tamtrika tamtra para asara karati hai jisamem dimaga spinal cord aura optic nerve shamila hai.,0.2777777777777778,0.09401709401709402
fleurs_hi,whisper,ms bimari kemdriya tamtrika tamtra para asara karati hai jisamem dimaga spainala kaॉrda aura ऑptika narva shamila haim,"ms bimari kemdriya tamtrika tamtra para asara karati hai jisamem dimamga, spainala kaॉrda aura optika narva shamila haim",0.1111111111111111,0.017094017094017096
fleurs_hi,sarvam,ms bimari kemdriya tamtrika tamtra para asara karati hai jisamem dimaga spainala kaॉrda aura ऑptika narva shamila haim,"ema esa bimari kemdriya tamtrika tamtra para asara karati hai jisamem dimaga, spainala kaॉrda aura ऑptika narva shamila haim|",0.1111111111111111,0.042735042735042736
fleurs_hi,deepgram,hara koi samaja se ju.da hota hai aura tramsaporta sistama ka upayoga karata hai lagabhaga sabhi loga tramsaporta sistama ke bare mem shikayata karate haim,hara koi samaja se ju.da hota hai aura transport system ka upayoga karata hai. lagabhaga sabhi loga transport system ke bare mem shikayata karate haim.,0.16,0.07792207792207792
fleurs_hi,whisper,hara koi samaja se ju.da hota hai aura tramsaporta sistama ka upayoga karata hai lagabhaga sabhi loga tramsaporta sistama ke bare mem shikayata karate haim,hara koi samaja se ju.da hota hai aura tramsaporta sistama ka upayoga karata hai lagabaga sabhi loga tramsaporta sistama ke bare mem shikayata karate haim,0.04,0.006493506493506494
fleurs_hi,sarvam,hara koi samaja se ju.da hota hai aura tramsaporta sistama ka upayoga karata hai lagabhaga sabhi loga tramsaporta sistama ke bare mem shikayata karate haim,hara koi samaja se ju.da hota hai aura tramsaporta sistama ka upayoga karata hai| lagabhaga sabhi loga tramsaporta sistama ke bare mem shikayata karate haim|,0.0,0.0
fleurs_hi,deepgram,eka puri taraha se vikasita ethalita ki taraha bagha cha.dhai kara sakata hai hala.nki achchi taraha se nahim taira sakata hai ba.di duri taka chalamga laga sakata hai aura eka shaktishali manushya ke pa.ncha guna bala ke satha khimcha sakata hai,"eka puri taraha se vikasita ethalita ki taraha bagha cha.dhai kara sakata hai, halamki achchi taraha se nahim taira sakata hai, ba.di duri taka chalamga laga sakata hai aura eka shaktishali manushya ke pamcha guna bala ke satha khimcha sakata hai.",0.04878048780487805,0.008264462809917356
fleurs_hi,whisper,eka puri taraha se vikasita ethalita ki taraha bagha cha.dhai kara sakata hai hala.nki achchi taraha se nahim taira sakata hai ba.di duri taka chalamga laga sakata hai aura eka shaktishali manushya ke pa.ncha guna bala ke satha khimcha sakata hai,eka puri taraha se vikasita ethalita ki taraha baga cha.dai kara sakata hai hala ke achchi taraha se nahim tera sakata hai ba.di duri taka chalamga laga sakata hai aura eka saktishale manasa ke pamcha guna bala ke satha khimcha sakata hai,0.1951219512195122,0.049586776859504134
fleurs_hi,sarvam,eka puri taraha se vikasita ethalita ki taraha bagha cha.dhai kara sakata hai hala.nki achchi taraha se nahim taira sakata hai ba.di duri taka chalamga laga sakata hai aura eka shaktishali manushya ke pa.ncha guna bala ke satha khimcha sakata hai,"eka puri taraha se vikasita ethalita ki taraha bagha cha.dhai kara sakata hai, halamki achchi taraha se nahim taira sakata hai| ba.di duri taka chalamga laga sakata hai aura eka shaktishali manushya ke pa.ncha guna bala ke satha khimcha sakata hai|",0.024390243902439025,0.004132231404958678
fleurs_hi,deepgram,vishesha rupa se savana para behatarina afriki vanya jivana ko sampurna rupa se dekhane ke lie amataura para safari shabda ka upayoga kiya jata hai,vishesha rupa se savana para behatarina aphriki vanya jivana ko sampurna rupa se dekhane ke lie amataura para saphari shabda ka upayoga kiya jata hai.,0.08,0.027210884353741496
fleurs_hi,whisper,vishesha rupa se savana para behatarina afriki vanya jivana ko sampurna rupa se dekhane ke lie amataura para safari shabda ka upayoga kiya jata hai,vishesha rupa se savana para behatarina apharigi vana ne jivana ko sampuna rupa se dekhane ke lie ama tora para saphari shabda ka upayoga kiya jata hai,0.28,0.09523809523809523
fleurs_hi,sarvam,vishesha rupa se savana para behatarina afriki vanya jivana ko sampurna rupa se dekhane ke lie amataura para safari shabda ka upayoga kiya jata hai,vishesha rupa se savana para behatarina aphriki vanya jivana ko sampurna rupa se dekhane ke lie amataura para saphari shabda ka upayoga kiya jata hai|,0.08,0.027210884353741496
fleurs_hi,deepgram,gambhira mausama kisi bhi khataranaka mausami ghatana ke lie vargiya shabda hai jisamem nukasana gambhira samajika vyavadhana ya manava jivana ki hani ki sambhavana hai,"gambhira mausama kisi bhi khataranaka mausami ghatana ke lie varga yaha shabda hai, jisamem nukasana gambhira samajika vyavadhana ya manava jivana ki hani ki sambhavana hai.",0.08,0.023809523809523808
fleurs_hi,whisper,gambhira mausama kisi bhi khataranaka mausami ghatana ke lie vargiya shabda hai jisamem nukasana gambhira samajika vyavadhana ya manava jivana ki hani ki sambhavana hai,gambira mausama kisi bhi khataranaka mausami ghatana ke lie varagiya sabda hai jisamem nukasana gambira samajika vyavadhana ya manava jivana ki hani ki sambhavana hai,0.16,0.023809523809523808
fleurs_hi,sarvam,gambhira mausama kisi bhi khataranaka mausami ghatana ke lie vargiya shabda hai jisamem nukasana gambhira samajika vyavadhana ya manava jivana ki hani ki sambhavana hai,"gambhira mausama kisi bhi khataranaka mausami ghatana ke lie vargiya shabda hai, jisamem nukasana gambhira samajika vyavadhana ya manava jivana ki hani ki sambhavana hai|",0.0,0.0
fleurs_hi,deepgram,halamki yaha akela nahim hai prayoga karana aura prayoga eka aisa parikshana hota hai jisaka istemala karake eka ya isase zyada sambhavita parikalpanaom ko katma karane savala karane aura avalokana karane se bhi vaij~nanika shodha ko margadarshana milata hai,"halamki yaha akela nahim hai, prayoga karana aura prayoga eka aisa parikshana hota hai jisaka istemala karane eka ya isase zyada sambhavita parikalpana ko katma karane ke savala karane aura avalokana karane se hi vaij~nanika shodha ko margadarshana milata hai.",0.10256410256410256,0.027237354085603113
fleurs_hi,whisper,halamki yaha akela nahim hai prayoga karana aura prayoga eka aisa parikshana hota hai jisaka istemala karake eka ya isase zyada sambhavita parikalpanaom ko katma karane savala karane aura avalokana karane se bhi vaij~nanika shodha ko margadarshana milata hai,hala ki yaha akela nahim hai prayoga karana aura prayoga eka aisa parikshana hota hai jisaka istemala karane eka ya isase jada sambhavita parikalparaom ko khatma karane ke sabala karane aura abalokana karane se hi baijyanika sudha ko margadarshana milata hai,0.3076923076923077,0.0622568093385214
fleurs_hi,sarvam,halamki yaha akela nahim hai prayoga karana aura prayoga eka aisa parikshana hota hai jisaka istemala karake eka ya isase zyada sambhavita parikalpanaom ko katma karane savala karane aura avalokana karane se bhi vaij~nanika shodha ko margadarshana milata hai,"halamki yaha akela nahim hai, prayoga karana aura prayoga eka aisa parikshana hota hai jisaka istemala karane eka ya isase zyada sambhavita parikalpanaom ko katma karane ke savala karane aura avalokana karane se hi vaij~nanika shodha ko margadarshana milata hai|",0.07692307692307693,0.019455252918287938
fleurs_hi,deepgram,kailshiyama aura potaishiyama jaise tatvom ko dhatu mana jata hai beshaka chamdi aura sone jaisi dhatuem bhi haim,"elcm aura potassium jaise tatvom ko dhatu mana jata hai, beshaka chamdi aura sone jaisi dhatuem bhi haim.",0.1111111111111111,0.12389380530973451
fleurs_hi,whisper,kailshiyama aura potaishiyama jaise tatvom ko dhatu mana jata hai beshaka chamdi aura sone jaisi dhatuem bhi haim,"kelasiyama aura potesiyama jaise tatvom ko datu mana jata hai, beshaka chamdi aura sone jaisi datu ebi hai|",0.3333333333333333,0.12389380530973451
fleurs_hi,sarvam,kailshiyama aura potaishiyama jaise tatvom ko dhatu mana jata hai beshaka chamdi aura sone jaisi dhatuem bhi haim,"kailshiyama aura poteshiyama jaise tatvom ko dhatu mana jata hai, beshaka chamdi aura sone jaisi dhatue.n bhi haim|",0.1111111111111111,0.02654867256637168
fleurs_hi,deepgram,haॉta chaॉkaleta beljiyama ke manakom para bani hai phalom ka jusa mahamga hai lekina bahuta achcha hai,haॉta chocolate beljiyama ke manakom para banati hai. phalom ka juice mahamga hai lekina bahuta achcha hai.,0.17647058823529413,0.09900990099009901
fleurs_hi,whisper,haॉta chaॉkaleta beljiyama ke manakom para bani hai phalom ka jusa mahamga hai lekina bahuta achcha hai,hota chaॉkaleta biljiyama ki manako para banati hai phaluka jusa mahamga hai lekina bahuta achcha hai,0.4117647058823529,0.0891089108910891
fleurs_hi,sarvam,haॉta chaॉkaleta beljiyama ke manakom para bani hai phalom ka jusa mahamga hai lekina bahuta achcha hai,"haॉta chaॉkaleta beljiyama ke manakom para banati hai| phalom ka jusa mahamga hai, lekina bahuta achcha hai|",0.058823529411764705,0.019801980198019802
